Sample ID	Species	Sociality	Sex	Tissue	Abstract	Publication	Collection Date	Location	RNA/DNA	Project Accession
SRR18500050	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500061	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500072	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500076	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500077	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500078	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500079	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500080	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500081	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500082	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500083	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500084	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500085	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500086	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500087	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500088	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500089	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500090	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500091	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR2396633	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Here, we examined the transcriptomic changes associated with diapause and CO2 treatment in B. terrestris queens before, during and post diapause and in the short and long term after CO2 treatment Overall design: Examination of transcriptomic changes in 25 queens assinged to 5 different groups: 5-10 days old mated, 5-10 days old mated right after CO2 treatment, 2.5 months old diapausing queens that were kept under 4 C for 9-10 weeks and two different egg-layer founders: 4 months old, post diapause and 1.5 months old post CO2 treatment	https://pubmed.ncbi.nlm.nih.gov/26453894/	Oct-15	Israel	RNA	PRJNA295976
SRR2396634	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Here, we examined the transcriptomic changes associated with diapause and CO2 treatment in B. terrestris queens before, during and post diapause and in the short and long term after CO2 treatment Overall design: Examination of transcriptomic changes in 25 queens assinged to 5 different groups: 5-10 days old mated, 5-10 days old mated right after CO2 treatment, 2.5 months old diapausing queens that were kept under 4 C for 9-10 weeks and two different egg-layer founders: 4 months old, post diapause and 1.5 months old post CO2 treatment	https://pubmed.ncbi.nlm.nih.gov/26453894/	Oct-15	Israel	RNA	PRJNA295976
SRR2396640	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Here, we examined the transcriptomic changes associated with diapause and CO2 treatment in B. terrestris queens before, during and post diapause and in the short and long term after CO2 treatment Overall design: Examination of transcriptomic changes in 25 queens assinged to 5 different groups: 5-10 days old mated, 5-10 days old mated right after CO2 treatment, 2.5 months old diapausing queens that were kept under 4 C for 9-10 weeks and two different egg-layer founders: 4 months old, post diapause and 1.5 months old post CO2 treatment	https://pubmed.ncbi.nlm.nih.gov/26453894/	Oct-15	Israel	RNA	PRJNA295976
SRR2396641	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Here, we examined the transcriptomic changes associated with diapause and CO2 treatment in B. terrestris queens before, during and post diapause and in the short and long term after CO2 treatment Overall design: Examination of transcriptomic changes in 25 queens assinged to 5 different groups: 5-10 days old mated, 5-10 days old mated right after CO2 treatment, 2.5 months old diapausing queens that were kept under 4 C for 9-10 weeks and two different egg-layer founders: 4 months old, post diapause and 1.5 months old post CO2 treatment	https://pubmed.ncbi.nlm.nih.gov/26453894/	Oct-15	Israel	RNA	PRJNA295976
SRR2396644	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Here, we examined the transcriptomic changes associated with diapause and CO2 treatment in B. terrestris queens before, during and post diapause and in the short and long term after CO2 treatment Overall design: Examination of transcriptomic changes in 25 queens assinged to 5 different groups: 5-10 days old mated, 5-10 days old mated right after CO2 treatment, 2.5 months old diapausing queens that were kept under 4 C for 9-10 weeks and two different egg-layer founders: 4 months old, post diapause and 1.5 months old post CO2 treatment	https://pubmed.ncbi.nlm.nih.gov/26453894/	Oct-15	Israel	RNA	PRJNA295976
SRR2396653	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Here, we examined the transcriptomic changes associated with diapause and CO2 treatment in B. terrestris queens before, during and post diapause and in the short and long term after CO2 treatment Overall design: Examination of transcriptomic changes in 25 queens assinged to 5 different groups: 5-10 days old mated, 5-10 days old mated right after CO2 treatment, 2.5 months old diapausing queens that were kept under 4 C for 9-10 weeks and two different egg-layer founders: 4 months old, post diapause and 1.5 months old post CO2 treatment	https://pubmed.ncbi.nlm.nih.gov/26453894/	Oct-15	Israel	RNA	PRJNA295976
SRR2396654	Bombus terrestris	Eusocial	Queen	abdomen with fat bodies	Here, we examined the transcriptomic changes associated with diapause and CO2 treatment in B. terrestris queens before, during and post diapause and in the short and long term after CO2 treatment Overall design: Examination of transcriptomic changes in 25 queens assinged to 5 different groups: 5-10 days old mated, 5-10 days old mated right after CO2 treatment, 2.5 months old diapausing queens that were kept under 4 C for 9-10 weeks and two different egg-layer founders: 4 months old, post diapause and 1.5 months old post CO2 treatment	https://pubmed.ncbi.nlm.nih.gov/26453894/	Oct-15	Israel	RNA	PRJNA295976
